0	-3.097674
1	-2.837654
2	2.252258
3	-0.784737
4	2.099574
5	-2.928233
6	4.442754
7	-0.099409
8	1.618154
9	-1.315044
10	0.620282
11	4.984685
12	3.839885
13	-0.354790
14	4.294943
15	5.080773
16	-0.868693
17	0.345339
18	1.337780
19	4.216612
20	-0.902508
21	5.480968
22	2.340115
23	-0.143290
24	4.001440
25	5.504831
26	3.540338
27	1.566701
28	-0.313562
29	0.210063
30	-0.302371
31	6.011080
32	2.068858
33	4.045447
34	5.574947
35	6.238087
36	0.569698
37	2.310356
38	2.757278
39	1.993736
40	4.739704
41	2.872521
42	6.758800
43	0.261753
44	7.107904
45	7.304565
46	3.903315
47	4.339545
48	1.112205
49	0.796914
50	2.510503
51	2.898522
52	3.014495
53	7.126296
54	1.094856
55	2.020360
56	5.247826
57	6.024276
58	7.027266
59	1.036434
60	3.825125
61	0.721460
62	4.401370
63	4.056764
64	3.735898
65	1.615357
66	4.115303
67	2.642620
68	5.968587
69	4.186087
70	0.580711
71	-0.134749
72	1.501650
73	5.536497
74	3.344962
75	4.067380
76	5.101854
77	2.424885
78	4.460115
79	-0.606698
80	-1.155781
81	1.527835
82	4.430291
83	2.018027
84	4.988084
85	-1.512013
86	4.264093
87	0.575771
88	4.564591
89	4.333072
90	4.794772
91	4.092396
92	0.382110
93	-1.130795
94	1.108940
95	4.381223
96	-1.809238
97	0.563627
98	-1.796112
99	-2.807678
100	0.028739
101	-0.897530
102	-0.052309
103	-2.773667
104	1.977075
105	-3.451562
106	2.438152
107	0.672728
108	-3.890353
109	-1.472583
110	-3.881256
111	-4.759751
112	-2.513022
113	-0.067505
114	-1.382936
115	1.346512
116	-1.275536
117	1.508695
118	-3.087002
119	-1.922636
120	-3.685812
121	-0.173588
122	-2.746258
123	0.629317
124	-2.258033
125	-4.497282
126	-1.111453
127	-6.086104
128	-0.802527
129	-2.961566
130	-6.249933
131	-3.503012
132	-2.893047
133	-5.063210
134	-3.787054
135	-1.379077
136	-6.066572
137	-3.305187
138	-7.177740
139	-1.947954
140	-4.978019
141	-2.436222
142	-2.539801
143	-7.290491
144	-5.476778
145	-1.903724
146	-6.485312
147	-3.016491
148	-6.848223
149	-7.419446
150	-3.817823
151	-0.962105
152	-2.560946
153	-2.796788
154	-2.726456
155	-4.258840
156	-0.607889
157	-2.108036
158	-7.183546
159	-0.957445
160	-6.140548
161	-0.128847
162	-0.672164
163	-2.731572
164	-0.680113
165	-3.828757
166	-2.969545
167	-4.010703
168	-1.010911
169	-2.538146
170	-6.522598
171	-0.692310
172	0.382286
173	-6.151971
174	-5.911676
175	-5.912769
176	-1.189225
177	-1.752109
178	-4.054899
179	-4.425966
180	-4.927581
181	-1.445201
182	-1.608699
183	-5.087512
184	-4.930217
185	-0.038540
186	-2.201883
187	-2.735791
188	-0.332119
189	-3.288119
190	-4.848369
191	1.822831
192	-1.483958
193	-4.049573
194	-0.931280
195	-0.136544
196	-1.244385
197	-1.900933
198	2.313596
199	3.188723
200	-3.233616
201	1.837125
202	0.736139
203	1.163702
204	0.417686
205	4.307846
206	2.215519
207	-1.605413
208	-2.777738
209	2.266476
210	-1.383851
211	2.495969
212	2.298761
213	3.506058
214	2.135860
215	3.204680
216	-1.000684
217	4.664001
218	2.534965
219	-0.166736
220	3.438585
221	1.642864
222	3.122257
223	-0.934393
224	5.620563
225	-0.402844
226	6.281303
227	0.739772
228	0.214426
229	1.566905
230	1.865731
231	1.186315
232	5.385946
233	5.564681
234	2.660555
235	4.257912
236	1.117743
237	7.004101
238	1.148304
239	3.405569
240	0.555327
241	5.300152
242	3.718089
243	0.646371
244	6.087391
245	7.738092
246	7.725885
247	2.949905
248	7.369636
249	1.641531
250	3.523176
251	6.394574
252	3.216414
253	7.339676
254	1.917257
255	3.786993
256	2.153449
257	7.050222
258	3.172808
259	7.520735
260	0.390512
261	0.196057
262	0.309066
263	5.947668
264	6.468936
265	3.827342
266	0.389397
267	0.708028
268	2.224837
269	4.366764
270	0.512002
271	1.394118
272	4.988834
273	-0.167540
274	5.521709
275	2.201451
276	0.853990
277	4.200878
278	4.457867
279	3.733882
280	2.799042
281	-0.394333
282	1.484276
283	1.829458
284	-0.494858
285	3.353749
286	1.772953
287	-0.692284
288	-0.218244
289	-1.079203
290	1.530555
291	0.684038
292	1.159444
293	0.199641
294	-0.723802
295	1.275776
296	1.719050
297	3.573017
298	2.831469
299	-3.319045
300	3.075101
301	0.429424
302	-1.624300
303	2.046243
304	-2.716246
305	-0.606640
306	-0.908312
307	-1.830200
308	-1.366085
309	1.889215
310	-0.042031
311	-1.393323
312	-1.058646
313	-2.555420
314	-0.444258
315	-4.658011
316	-2.792562
317	-1.503561
318	-0.774221
319	-4.341195
320	-5.718483
321	-2.982424
322	-3.035242
323	-2.279384
324	0.397290
325	-2.076319
326	-6.063613
327	-2.374035
328	0.491376
329	-3.479507
330	-6.436816
331	-1.086621
332	-4.946612
333	-0.664593
334	-1.403312
335	-0.981299
336	-4.128768
337	-1.916892
338	-6.036161
339	-7.474222
340	-0.770067
341	-6.254960
342	-6.156465
343	-2.092843
344	-1.205991
345	-1.844065
346	-1.512705
347	-4.503308
348	-1.673878
349	-7.098748
350	-2.907091
351	-3.852898
352	-3.524428
353	-0.344343
354	-4.297995
355	-3.797681
356	-1.919221
357	-4.720379
358	-6.079416
359	-2.872728
360	-6.274511
361	-4.249244
362	-4.776924
363	-5.527410
364	-2.864717
365	-1.763237
366	-2.677526
367	-1.293426
368	-3.157931
369	-0.444454
370	-6.303878
371	-5.619217
372	-6.685383
373	-3.025276
374	-2.816661
375	-2.374935
376	-0.269480
377	1.124711
378	0.134671
379	-4.853492
380	-4.041075
381	-4.867265
382	-5.413063
383	-2.677218
384	-0.885358
385	-4.467742
386	-5.207262
387	0.230532
388	-2.081369
